IS431s_start	IS431s_len	IS431s_end	IS431s_dir	IS1272s_start	IS1272s_len	IS1272s_end	IS1272s_dir	mecI_start	mecI_len	mecI_end	mecI_dir	mecR_start	mecR_len	mecR_end	mecR_dir	mecA_start	mecA_len	mecA_end	mecA_dir	IS431e_start	IS431e_len	IS431e_end	IS431e_dir	assembly	GCF_ID	contig	species	contig_length	assembly_strand	mecA_to_end_length	end_length	mecR_to_end_length	mecR_end_length	mecR_len_simple	mecI_present	IS1272_present	IS431s_present	mecR_type	ISs_status	mec_class	mec_class_inferred	ccrA_count	ccrB_count	ccrC_count	ccrA_types	ccrB_types	ccrC_types	mecA_count
-	-	-	-	-	-	-	-	28680	372	29051	<	29051	1758	30808	<	30905	2010	32914	>	35450	353	>35802	>	GCF_001658785.1_ASM16587	001658785.1	NZ_LXRV01000058.1	Staphylococcus_epidermidis	35802	plus	30905	5000	29051	5000	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	67	354	420	<	420	1758	2177	<	2274	2010	4283	>	-	-	-	-	GCF_001622525.1_ASM16225	001622525.1	NZ_LWCX01000046.1	Staphylococcus_epidermidis	6101	plus	2274	2274	420	420	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
-	-	-	-	5104	1656	6759	>	-	-	-	-	3895	987	4881	<	1789	2010	3798	>	-	-	-	-	GCF_001074505.1_ASM10745	001074505.1	NZ_JUSG01000131.1	Staphylococcus_epidermidis	15265	minus	11467	5000	10384	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	34826	372	35197	<	35197	1758	36954	<	37051	2010	39060	>	-	-	-	-	GCF_001662175.1_ASM16621	001662175.1	NZ_LZEP01000013.1	Staphylococcus_epidermidis	40892	plus	37051	5000	35197	5000	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
-	-	-	-	5224	1656	6879	>	-	-	-	-	4015	987	5001	<	1909	2010	3918	>	-	-	-	-	GCF_001075835.1_ASM10758	001075835.1	NZ_JULX01000111.1	Staphylococcus_epidermidis	15385	minus	11467	5000	10384	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	35018	372	35389	<	35389	1758	37146	<	37243	2010	39252	>	-	-	-	-	GCF_001658725.1_ASM16587	001658725.1	NZ_LXRY01000054.1	Staphylococcus_epidermidis	41088	plus	37243	5000	35389	5000	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	6944	372	7315	<	5187	1758	6944	<	3081	2010	5090	>	<1	545	545	>	GCF_001622495.1_ASM16224	001622495.1	NZ_LWCW01000049.1	Staphylococcus_epidermidis	35968	minus	30878	5000	29024	5000	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	5592	372	5963	<	3835	1758	5592	<	1729	2010	3738	>	-	-	-	-	GCF_001662165.1_ASM16621	001662165.1	NZ_LZEQ01000050.1	Staphylococcus_epidermidis	34778	minus	31040	5000	29186	5000	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	5635	372	6006	<	3878	1758	5635	<	1772	2010	3781	>	-	-	-	-	GCF_001075805.1_ASM10758	001075805.1	NZ_JUML01000079.1	Staphylococcus_epidermidis	6131	minus	2350	2350	496	496	type2	1	0	0	type2	Absent	A	NT	1	0	1	ccrA4	-	ccrC1	1
-	-	-	-	6054	1656	7709	>	-	-	-	-	4845	987	5831	<	2739	2010	4748	>	<1	123	123	>	GCF_001074445.1_ASM10744	001074445.1	NZ_JUSK01000084.1	Staphylococcus_epidermidis	22642	minus	17894	5000	16811	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	45161	372	45532	<	45532	1758	47289	<	47386	2010	49395	>	-	-	-	-	GCF_001658715.1_ASM16587	001658715.1	NZ_LXRX01000010.1	Staphylococcus_epidermidis	51943	plus	47386	5000	45532	5000	type2	1	0	0	type2	Absent	A	NT	2	2	0	ccrA3,ccrA4	ccrB3,ccrB4	-	1
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1738	2010	3747	>	-	-	-	-	GCF_001622485.1_ASM16224	001622485.1	NZ_LWCV01000036.1	Staphylococcus_epidermidis	3931	minus	184	184	NA	NA	-	0	0	0	-	Absent	NT	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	24088	372	24459	<	24459	1758	26216	<	26313	2010	28322	>	-	-	-	-	GCF_001662155.1_ASM16621	001662155.1	NZ_LZER01000020.1	Staphylococcus_epidermidis	30819	plus	26313	5000	24459	5000	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
<2	129	130	>	-	-	-	-	253	372	624	<	624	1758	2381	<	2478	2010	4487	>	-	-	-	-	GCF_001075795.1_ASM10757	001075795.1	NZ_JUMM01000102.1	Staphylococcus_epidermidis	6258	plus	2478	2478	624	624	type2	1	0	1	type2	Present	A	NT	1	0	1	ccrA4	-	ccrC1	1
-	-	-	-	6304	1656	7959	>	-	-	-	-	5095	987	6081	<	2989	2010	4998	>	<1	133	133	>	GCF_001074435.1_ASM10744	001074435.1	NZ_JUSM01000051.1	Staphylococcus_epidermidis	16520	minus	11522	5000	10439	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	6602	372	6973	<	4845	1758	6602	<	2739	2010	4748	>	<1	203	203	>	GCF_001658705.1_ASM16587	001658705.1	NZ_LXRT01000040.1	Staphylococcus_epidermidis	41716	minus	36968	5000	35114	5000	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	28426	372	28797	<	28797	1758	30554	<	30651	2010	32660	>	-	-	-	-	GCF_001622455.1_ASM16224	001622455.1	NZ_LWBX01000050.1	Staphylococcus_epidermidis	34512	plus	30651	5000	28797	5000	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	28951	372	29322	<	29322	1758	31079	<	31176	2010	33185	>	35721	318	>36038	>	GCF_001662145.1_ASM16621	001662145.1	NZ_LZEO01000067.1	Staphylococcus_epidermidis	36038	plus	31176	5000	29322	5000	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	-	-	-	-	343	987	1329	<	1426	2010	3435	>	-	-	-	-	GCF_001075775.1_ASM10757	001075775.1	NZ_JUMV01000140.1	Staphylococcus_epidermidis	5223	plus	1426	1426	343	343	type4	0	0	0	type4	Absent	C1/D	NT	1	1	1	ccrA2	ccrB2	ccrC1	1
-	-	-	-	-	-	-	-	7234	372	7605	<	5477	1758	7234	<	3371	2010	5380	>	161	675	835	>	GCF_001658645.1_ASM16586	001658645.1	NZ_LXRR01000070.1	Staphylococcus_epidermidis	31908	minus	26528	5000	24674	5000	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	298	372	669	<	669	1758	2426	<	2523	2010	4532	>	7068	203	>7270	>	GCF_001622445.1_ASM16224	001622445.1	NZ_LWBW01000039.1	Staphylococcus_epidermidis	7270	plus	2523	2523	669	669	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	-	-	-	-	10299	987	11285	<	11382	2010	13391	>	16007	675	16681	>	GCF_001659515.1_ASM16595	001659515.1	NZ_LYWH01000037.1	Staphylococcus_epidermidis	16869	plus	11382	5000	10299	5000	type4	0	0	0	type4	Absent	D	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	4983	90	>5073	>	-	-	-	-	3774	987	4760	<	1668	2010	3677	>	-	-	-	-	GCF_001075685.1_ASM10756	001075685.1	NZ_JUNR01000126.1	Staphylococcus_epidermidis	5073	minus	1396	1396	313	313	type4	0	1	0	type4	Present	B	NT	2	2	0	ccrA2,ccrA4	ccrB2,ccrB4	-	1
-	-	-	-	-	-	-	-	34744	372	35115	<	35115	1758	36872	<	36969	2010	38978	>	41514	298	>41811	>	GCF_001658635.1_ASM16586	001658635.1	NZ_LXRO01000010.1	Staphylococcus_epidermidis	41811	plus	36969	5000	35115	5000	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	93	372	464	<	464	1758	2221	<	2318	2010	4327	>	-	-	-	-	GCF_001074185.1_ASM10741	001074185.1	NZ_JUUP01000147.1	Staphylococcus_epidermidis	5984	plus	2318	2318	464	464	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA4	ccrB4	-	1
-	-	-	-	5061	1608	>6668	>	-	-	-	-	3852	987	4838	<	1746	2010	3755	>	-	-	-	-	GCF_001659475.1_ASM16594	001659475.1	NZ_LYWF01000025.1	Staphylococcus_epidermidis	15136	minus	11381	5000	10298	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	5061	1608	>6668	>	-	-	-	-	314	987	1300	<	1397	2010	3406	>	-	-	-	-	GCF_001075635.1_ASM10756	001075635.1	NZ_JUNX01000017.1	Staphylococcus_epidermidis	5165	plus	1397	1397	314	314	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	-	-	-	-	273	987	1259	<	1356	2010	3365	>	5981	675	6655	>	GCF_001658605.1_ASM16586	001658605.1	NZ_LYQF01000067.1	Staphylococcus_epidermidis	25228	plus	1356	1356	273	273	type4	0	0	0	type4	Absent	C1/D	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	-	-	-	-	10300	987	11286	<	11383	2010	13392	>	-	-	-	-	GCF_001659425.1_ASM16594	001659425.1	NZ_LYWA01000036.1	Staphylococcus_epidermidis	15859	plus	11383	5000	10300	5000	type4	0	0	0	type4	Absent	D	NT	2	2	0	ccrA2,ccrA4	ccrB2,ccrB4	-	1
-	-	-	-	-	-	-	-	-	-	-	-	10338	987	11324	<	11421	2010	13430	>	-	-	-	-	GCF_001075605.1_ASM10756	001075605.1	NZ_JUOJ01000071.1	Staphylococcus_epidermidis	15219	plus	11421	5000	10338	5000	type4	0	0	0	type4	Absent	D	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	-	-	-	-	273	987	1259	<	1356	2010	3365	>	5981	675	6655	>	GCF_001658565.1_ASM16585	001658565.1	NZ_LYQC01000011.1	Staphylococcus_epidermidis	67789	plus	1356	1356	273	273	type4	0	0	0	type4	Absent	C1/D	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	5070	1609	>6678	>	-	-	-	-	3861	987	4847	<	1755	2010	3764	>	-	-	-	-	GCF_001659395.1_ASM16593	001659395.1	NZ_LYVZ01000027.1	Staphylococcus_epidermidis	15146	minus	11382	5000	10299	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	5070	1609	>6678	>	-	-	-	-	330	987	1316	<	1413	2010	3422	>	-	-	-	-	GCF_001075595.1_ASM10755	001075595.1	NZ_JUOU01000080.1	Staphylococcus_epidermidis	5197	plus	1413	1413	330	330	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	-	-	-	-	3839	987	4825	<	1733	2010	3742	>	-	-	-	-	GCF_001658555.1_ASM16585	001658555.1	NZ_LYQB01000051.1	Staphylococcus_epidermidis	5097	minus	1355	1355	272	272	type4	0	0	0	type4	Absent	C1/D	NT	1	1	1	ccrA2	ccrB2	ccrC1	1
-	-	-	-	-	-	-	-	6352	372	6723	<	4595	1758	6352	<	2489	2010	4498	>	-	-	-	-	GCF_001074005.1_ASM10740	001074005.1	NZ_JUWI01000090.1	Staphylococcus_epidermidis	6835	minus	2337	2337	483	483	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA4	ccrB4	-	1
-	-	-	-	-	-	-	-	-	-	-	-	10304	987	11290	<	11387	2010	13396	>	-	-	-	-	GCF_001659355.1_ASM16593	001659355.1	NZ_LYVY01000019.1	Staphylococcus_epidermidis	15063	plus	11387	5000	10304	5000	type4	0	0	0	type4	Absent	D	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	5144	1656	6799	>	-	-	-	-	3935	987	4921	<	1829	2010	3838	>	-	-	-	-	GCF_001075575.1_ASM10755	001075575.1	NZ_JUKK01000100.1	Staphylococcus_epidermidis	15259	minus	11421	5000	10338	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	5144	1656	6799	>	-	-	-	-	23548	987	24534	<	24631	2010	26640	>	-	-	-	-	GCF_001658535.1_ASM16585	001658535.1	NZ_LYQA01000041.1	Staphylococcus_epidermidis	28394	plus	24631	5000	23548	5000	type4	0	1	0	type4	Present	B	NT	1	1	1	ccrA2	ccrB2	ccrC1	1
-	-	-	-	-	-	-	-	693	372	1064	<	1064	1758	2821	<	2918	2010	4927	>	-	-	-	-	GCF_001073995.1_ASM10739	001073995.1	NZ_JUWT01000070.1	Staphylococcus_epidermidis	7416	plus	2918	2918	1064	1064	type2	1	0	0	type2	Absent	A	NT	0	0	1	-	-	ccrC1	1
-	-	-	-	-	-	-	-	6412	372	6783	<	4655	1758	6412	<	2549	2010	4558	>	-	-	-	-	GCF_001659345.1_ASM16593	001659345.1	NZ_LYVW01000007.1	Staphylococcus_epidermidis	51936	minus	47378	5000	45524	5000	type2	1	0	0	type2	Absent	A	NT	2	2	0	ccrA4,ccrA3	ccrB3,ccrB4	-	1
-	-	-	-	5144	1656	6799	>	-	-	-	-	3935	987	4921	<	1829	2010	3838	>	-	-	-	-	GCF_001075555.1_ASM10755	001075555.1	NZ_JUKL01000076.1	Staphylococcus_epidermidis	15259	minus	11421	5000	10338	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	-	-	-	-	273	987	1259	<	1356	2010	3365	>	5981	192	>6172	>	GCF_001658525.1_ASM16585	001658525.1	NZ_LYQE01000035.1	Staphylococcus_epidermidis	6172	plus	1356	1356	273	273	type4	0	0	0	type4	Absent	C1/D	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	6353	372	6724	<	4596	1758	6353	<	2490	2010	4499	>	-	-	-	-	GCF_001073935.1_ASM10739	001073935.1	NZ_JUXD01000084.1	Staphylococcus_epidermidis	6836	minus	2337	2337	483	483	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA4	ccrB4	-	1
-	-	-	-	2441648	1608	>2443255	>	-	-	-	-	2440439	987	2441425	<	2438333	2010	2440342	>	2435043	675	2435717	>	GCF_001473265.2_ASM14732	001473265.2	NZ_LORL02000003.1	Staphylococcus_epidermidis	2541808	minus	101466	5000	100383	5000	type4	0	1	0	type4	Present	B	NT	3	3	0	ccrA2,ccrA4,ccrA4	ccrB4,ccrB2,ccrB4	-	1
-	-	-	-	-	-	-	-	22300	372	22671	<	22671	1758	24428	<	24525	2010	26534	>	29070	207	>29276	>	GCF_001659315.1_ASM16593	001659315.1	NZ_LYVT01000039.1	Staphylococcus_epidermidis	29276	plus	24525	5000	22671	5000	type2	1	0	0	type2	Absent	A	NT	2	1	2	ccrA3,ccrA4	ccrB3	ccrC1,ccrC2	1
-	-	-	-	-	-	-	-	-	-	-	-	3859	987	4845	<	1753	2010	3762	>	-	-	-	-	GCF_001658475.1_ASM16584	001658475.1	NZ_LYPX01000056.1	Staphylococcus_epidermidis	5117	minus	1355	1355	272	272	type4	0	0	0	type4	Absent	C1/D	NT	1	1	1	ccrA2	ccrB2	ccrC1	1
-	-	-	-	-	-	-	-	5666	372	6037	<	3909	1758	5666	<	1803	2010	3812	>	-	-	-	-	GCF_001073895.1_ASM10738	001073895.1	NZ_JUXM01000044.1	Staphylococcus_epidermidis	42999	minus	39187	5000	37333	5000	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	432	372	803	<	803	1758	2560	<	2657	2010	4666	>	7322	208	>7529	>	GCF_001659305.1_ASM16593	001659305.1	NZ_LYVV01000080.1	Staphylococcus_epidermidis	7529	plus	2657	2657	803	803	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB4,ccrB3	ccrC1	1
-	-	-	-	-	-	-	-	-	-	-	-	66259	987	67245	<	64153	2010	66162	>	60823	675	61497	>	GCF_001658465.1_ASM16584	001658465.1	NZ_LYQD01000023.1	Staphylococcus_epidermidis	67517	minus	1355	1355	272	272	type4	0	0	0	type4	Absent	C1/D	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	5069	1609	>6677	>	-	-	-	-	3860	987	4846	<	1754	2010	3763	>	-	-	-	-	GCF_001659255.1_ASM16592	001659255.1	NZ_LYWB01000024.1	Staphylococcus_epidermidis	15235	minus	11472	5000	10389	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	5069	1609	>6677	>	-	-	-	-	10323	987	11309	<	11406	2010	13415	>	-	-	-	-	GCF_001075435.1_ASM10754	001075435.1	NZ_JUMT01000052.1	Staphylococcus_epidermidis	15195	plus	11406	5000	10323	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	5069	1609	>6677	>	-	-	-	-	10302	987	11288	<	11385	2010	13394	>	-	-	-	-	GCF_001658455.1_ASM16584	001658455.1	NZ_LYPY01000029.1	Staphylococcus_epidermidis	15056	plus	11385	5000	10302	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	202	372	573	<	573	1758	2330	<	2427	2010	4436	>	6932	143	>7074	>	GCF_001073845.1_ASM10738	001073845.1	NZ_JUYA01000037.1	Staphylococcus_epidermidis	7315	plus	2427	2427	573	573	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA4	ccrB4	-	1
-	-	-	-	5898	120	>6017	>	-	-	-	-	4689	987	5675	<	2583	2010	4592	>	-	-	-	-	GCF_001075405.1_ASM10754	001075405.1	NZ_JUMY01000020.1	Staphylococcus_epidermidis	6017	minus	1425	1425	342	342	type4	0	1	0	type4	Present	B	NT	2	2	1	ccrA2,ccrA1	ccrB2,ccrB3	ccrC1	1
-	-	-	-	5030	1609	>6638	>	-	-	-	-	3821	987	4807	<	1715	2010	3724	>	-	-	-	-	GCF_001658445.1_ASM16584	001658445.1	NZ_LYPZ01000042.1	Staphylococcus_epidermidis	15296	minus	11572	5000	10489	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	5085	90	>5175	>	-	-	-	-	3876	987	4862	<	1770	2010	3779	>	-	-	-	-	GCF_001073795.1_ASM10737	001073795.1	NZ_JUYJ01000035.1	Staphylococcus_epidermidis	5175	minus	1396	1396	313	313	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	5773	372	6144	<	4016	1758	5773	<	1910	2010	3919	>	-	-	-	-	GCF_001659235.1_ASM16592	001659235.1	NZ_LYVR01000025.1	Staphylococcus_epidermidis	34686	minus	30767	5000	28913	5000	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	-	-	-	-	343	987	1329	<	1426	2010	3435	>	-	-	-	-	GCF_001075395.1_ASM10753	001075395.1	NZ_JUMZ01000028.1	Staphylococcus_epidermidis	6017	plus	1426	1426	343	343	type4	0	0	0	type4	Absent	C1/D	NT	2	2	1	ccrA2,ccrA1	ccrB2,ccrB3	ccrC1	1
-	-	-	-	-	-	-	-	-	-	-	-	343	987	1329	<	1426	2010	3435	>	-	-	-	-	GCF_001073765.1_ASM10737	001073765.1	NZ_JUYM01000145.1	Staphylococcus_epidermidis	5223	plus	1426	1426	343	343	type4	0	0	0	type4	Absent	C1/D	NT	1	1	1	ccrA2	ccrB2	ccrC1	1
-	-	-	-	-	-	-	-	5641	372	6012	<	3884	1758	5641	<	1778	2010	3787	>	-	-	-	-	GCF_001659225.1_ASM16592	001659225.1	NZ_LYVS01000041.1	Staphylococcus_epidermidis	22391	minus	18604	5000	16750	5000	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA2	ccrB3,ccrB2	ccrC2	1
-	-	-	-	5085	99	>5185	>	-	-	-	-	3876	987	4862	<	1770	2010	3779	>	-	-	-	-	GCF_001075335.1_ASM10753	001075335.1	NZ_JUNP01000085.1	Staphylococcus_epidermidis	5185	minus	1406	1406	323	323	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	7541	372	7912	<	5784	1758	7541	<	3678	2010	5687	>	468	675	1142	>	GCF_001622905.1_ASM16229	001622905.1	NZ_LWBJ01000063.1	Staphylococcus_epidermidis	42929	minus	37242	5000	35388	5000	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	5769	372	6140	<	4012	1758	5769	<	1906	2010	3915	>	-	-	-	-	GCF_001659205.1_ASM16592	001659205.1	NZ_LYSM01000045.1	Staphylococcus_epidermidis	51239	minus	47324	5000	45470	5000	type2	1	0	0	type2	Absent	A	NT	2	2	0	ccrA3,ccrA4	ccrB3,ccrB4	-	1
-	-	-	-	-	-	-	-	-	-	-	-	330	987	1316	<	1413	2010	3422	>	-	-	-	-	GCF_001075315.1_ASM10753	001075315.1	NZ_JUNT01000046.1	Staphylococcus_epidermidis	5871	plus	1413	1413	330	330	type4	0	0	0	type4	Absent	C1/D	NT	2	2	0	ccrA2,ccrA1	ccrB2,ccrB3	-	1
-	-	-	-	-	-	-	-	24182	372	24553	<	24553	1758	26310	<	26407	2010	28416	>	30952	203	>31154	>	GCF_001622875.1_ASM16228	001622875.1	NZ_LWBI01000014.1	Staphylococcus_epidermidis	31154	plus	26407	5000	24553	5000	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	6822	372	7193	<	5065	1758	6822	<	2959	2010	4968	>	<1	383	383	>	GCF_001659185.1_ASM16591	001659185.1	NZ_LYSK01000003.1	Staphylococcus_epidermidis	52441	minus	47473	5000	45619	5000	type2	1	0	0	type2	Absent	A	NT	2	2	0	ccrA3,ccrA4	ccrB3,ccrB4	-	1
-	-	-	-	5075	90	>5165	>	-	-	-	-	3866	987	4852	<	1760	2010	3769	>	-	-	-	-	GCF_001075295.1_ASM10752	001075295.1	NZ_JUNY01000019.1	Staphylococcus_epidermidis	5165	minus	1396	1396	313	313	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	5696	372	6067	<	3939	1758	5696	<	1833	2010	3842	>	-	-	-	-	GCF_001659165.1_ASM16591	001659165.1	NZ_LYSJ01000001.1	Staphylococcus_epidermidis	51321	minus	47479	5000	45625	5000	type2	1	0	0	type2	Absent	A	NT	2	2	0	ccrA3,ccrA4	ccrB3,ccrB4	-	1
-	-	-	-	-	-	-	-	24634	372	25005	<	25005	1758	26762	<	26859	2010	28868	>	-	-	-	-	GCF_001622865.1_ASM16228	001622865.1	NZ_LWBH01000049.1	Staphylococcus_epidermidis	30605	plus	26859	5000	25005	5000	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	-	-	-	-	310	987	1296	<	1393	2010	3402	>	-	-	-	-	GCF_001075255.1_ASM10752	001075255.1	NZ_JUNZ01000186.1	Staphylococcus_epidermidis	4985	plus	1393	1393	310	310	type4	0	0	0	type4	Absent	C1/D	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	6856	372	7227	<	5099	1758	6856	<	2993	2010	5002	>	<1	457	457	>	GCF_001622835.1_ASM16228	001622835.1	NZ_LWBG01000046.1	Staphylococcus_epidermidis	29913	minus	24911	5000	23057	5000	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	42810	372	43181	<	43181	1758	44938	<	45035	2010	47044	>	-	-	-	-	GCF_001659145.1_ASM16591	001659145.1	NZ_LYSI01000031.1	Staphylococcus_epidermidis	49632	plus	45035	5000	43181	5000	type2	1	0	0	type2	Absent	A	NT	2	2	0	ccrA3,ccrA4	ccrB3,ccrB4	-	1
-	-	-	-	-	-	-	-	5612	372	5983	<	3855	1758	5612	<	1749	2010	3758	>	-	-	-	-	GCF_001073595.1_ASM10735	001073595.1	NZ_JUZR01000036.1	Staphylococcus_epidermidis	6085	minus	2327	2327	473	473	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA4	ccrB4	-	1
-	-	-	-	5095	1657	6751	>	-	-	-	-	3886	987	4872	<	1780	2010	3789	>	-	-	-	-	GCF_001075235.1_ASM10752	001075235.1	NZ_JUOW01000151.1	Staphylococcus_epidermidis	15196	minus	11407	5000	10324	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	35081	372	35452	<	35452	1758	37209	<	37306	2010	39315	>	41851	203	>42053	>	GCF_001622825.1_ASM16228	001622825.1	NZ_LWBF01000038.1	Staphylococcus_epidermidis	42053	plus	37306	5000	35452	5000	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	6740	372	7111	<	4983	1758	6740	<	2877	2010	4886	>	<1	341	341	>	GCF_001659125.1_ASM16591	001659125.1	NZ_LYSH01000052.1	Staphylococcus_epidermidis	35657	minus	30771	5000	28917	5000	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
6860	120	>6979	>	-	-	-	-	6366	372	6737	<	4609	1758	6366	<	2503	2010	4512	>	-	-	-	-	GCF_001073535.1_ASM10735	001073535.1	NZ_JVAK01000023.1	Staphylococcus_epidermidis	6979	minus	2467	2467	613	613	type2	1	0	1	type2	Present	A	NT	1	1	0	ccrA4	ccrB4	-	1
-	-	-	-	-	-	-	-	34744	372	35115	<	35115	1758	36872	<	36969	2010	38978	>	41434	203	>41636	>	GCF_001622805.1_ASM16228	001622805.1	NZ_LWBE01000029.1	Staphylococcus_epidermidis	41636	plus	36969	5000	35115	5000	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
